px,py,pz,alvox,alvoy,alvoz,choque0,choque1,choque2,choque3,choque4,choque5,acao0,acao1,acao2,acao3,acao4,acao5
46,17,13,39,3,0,0,0,0,1,0,0,0,1,0,0,0,0
46,17,12,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,16,12,39,3,0,1,0,0,0,0,0,0,0,0,1,0,0
46,15,12,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
46,15,11,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,14,11,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0
46,14,10,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,13,10,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
46,13,9,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,12,9,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0
46,12,8,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,11,8,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
46,11,7,39,3,0,0,0,0,0,0,1,0,0,0,1,0,0
46,10,7,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
46,10,6,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
46,9,6,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
45,9,6,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
45,9,5,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
45,8,5,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
44,8,5,39,3,0,1,0,0,0,0,0,0,1,0,0,0,0
44,8,4,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
44,7,4,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
43,7,4,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
43,7,3,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
43,6,3,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
42,6,3,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
42,6,2,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
42,5,2,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
41,5,2,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
41,5,1,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
41,4,1,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
40,4,1,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0
40,4,0,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0
40,3,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1
45,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
44,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
43,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
42,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
41,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
40,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
39,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
38,40,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
37,40,32,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
37,41,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
36,41,32,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
36,42,32,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
35,42,32,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
35,42,31,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
35,43,31,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
34,43,31,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
34,43,30,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
34,44,30,25,52,22,0,0,0,0,1,0,0,0,0,0,0,1
33,44,30,25,52,22,0,0,1,0,0,0,0,1,0,0,0,0
33,44,29,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
33,45,29,25,52,22,1,0,0,0,0,0,0,0,0,0,0,1
32,45,29,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
32,45,28,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
32,46,28,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
31,46,28,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
31,46,27,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
31,47,27,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
30,47,27,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
30,47,26,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
30,48,26,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
29,48,26,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
29,48,25,25,52,22,0,1,0,0,0,0,0,0,1,0,0,0
29,49,25,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
28,49,25,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
28,49,24,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
28,50,24,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
27,50,24,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
27,50,23,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
27,51,23,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
26,51,23,25,52,22,0,0,0,0,0,0,0,1,0,0,0,0
26,51,22,25,52,22,0,0,0,0,0,0,0,0,1,0,0,0
26,52,22,25,52,22,0,0,0,0,0,0,0,0,0,0,0,1
32,59,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,58,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,57,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,56,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,55,16,44,16,35,0,1,0,0,0,0,0,0,0,1,0,0
32,54,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,53,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,52,16,44,16,35,0,0,0,0,1,1,0,0,0,1,0,0
32,51,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,50,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,49,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,48,16,44,16,35,0,0,0,0,1,0,0,0,0,1,0,0
32,47,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,46,16,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,45,16,44,16,35,0,0,0,1,0,0,1,0,0,0,0,0
32,45,17,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,44,17,44,16,35,0,1,0,1,0,0,1,0,0,0,0,0
32,44,18,44,16,35,0,0,0,0,0,1,0,0,0,1,0,0
32,43,18,44,16,35,0,1,0,0,0,0,0,0,0,1,0,0
32,42,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,41,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,40,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,39,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,38,18,44,16,35,0,0,0,0,1,0,0,0,0,1,0,0
32,37,18,44,16,35,0,1,0,0,0,0,0,0,0,1,0,0
32,36,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,35,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,34,18,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,33,18,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
32,33,19,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,32,19,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
32,32,20,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,31,20,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
32,31,21,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,30,21,44,16,35,1,0,0,0,0,0,0,0,0,1,0,0
32,29,21,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
32,29,22,44,16,35,0,0,1,0,0,0,1,0,0,0,0,0
32,29,23,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,28,23,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
32,28,24,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
32,27,24,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
33,27,24,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
33,27,25,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
33,26,25,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
34,26,25,44,16,35,0,1,0,0,0,0,1,0,0,0,0,0
34,26,26,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
34,25,26,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
35,25,26,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
35,25,27,44,16,35,0,0,1,0,0,0,0,0,0,1,0,0
35,24,27,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
36,24,27,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
36,24,28,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
36,23,28,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
37,23,28,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
37,23,29,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
37,22,29,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
38,22,29,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
38,22,30,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
38,21,30,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
39,21,30,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
39,21,31,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
39,20,31,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
40,20,31,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
40,20,32,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
40,19,32,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
41,19,32,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
41,19,33,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
41,18,33,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
42,18,33,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
42,18,34,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
42,17,34,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
43,17,34,44,16,35,0,0,0,0,0,0,1,0,0,0,0,0
43,17,35,44,16,35,0,0,0,0,0,0,0,0,0,1,0,0
43,16,35,44,16,35,0,0,0,0,0,0,0,0,0,0,1,0
1,49,28,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,48,28,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,47,28,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,46,28,19,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,46,27,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,45,27,19,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1,45,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,44,26,19,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1,43,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,42,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,41,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,40,26,19,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1,39,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,38,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,37,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,36,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,35,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,34,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,33,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,32,26,19,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1,31,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,30,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,29,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,28,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,27,26,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,26,26,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,26,25,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,25,25,19,1,1,0,0,0,0,1,1,0,1,0,0,0,0
1,25,24,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,24,24,19,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,24,23,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,23,23,19,1,1,1,1,0,0,0,0,0,1,0,0,0,0
1,23,22,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,22,22,19,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,22,21,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1,21,21,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,21,20,19,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,20,20,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,20,19,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,19,19,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,19,18,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,18,18,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,18,18,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,18,17,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2,17,17,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,17,17,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,17,16,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,16,16,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4,16,16,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4,16,15,19,1,1,0,0,1,0,0,0,0,0,0,1,0,0
4,15,15,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5,15,15,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5,15,14,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5,14,14,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6,14,14,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6,14,13,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0
6,13,13,19,1,1,0,0,0,1,0,0,0,0,0,0,1,0
7,13,13,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
7,13,12,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
7,12,12,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8,12,12,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8,12,11,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
8,11,11,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
9,11,11,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
9,11,10,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
9,10,10,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10,10,10,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10,10,9,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
10,9,9,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11,9,9,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11,9,8,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
11,8,8,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
12,8,8,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12,8,7,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12,7,7,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
13,7,7,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
13,7,6,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
13,6,6,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14,6,6,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14,6,5,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
14,5,5,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
15,5,5,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
15,5,4,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
15,4,4,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
16,4,4,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
16,4,3,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
16,3,3,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
17,3,3,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
17,3,2,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
17,2,2,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
18,2,2,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18,2,1,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0
18,1,1,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0
55,41,33,40,2,36,0,1,0,0,0,0,0,0,0,1,0,0
55,40,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,39,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,38,33,40,2,36,0,0,0,0,0,1,0,0,0,1,0,0
55,37,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,36,33,40,2,36,0,1,0,0,0,0,0,0,0,1,0,0
55,35,33,40,2,36,1,0,0,0,0,0,0,0,0,1,0,0
55,34,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,33,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,32,33,40,2,36,0,0,0,0,1,0,0,0,0,1,0,0
55,31,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,30,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,29,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,28,33,40,2,36,0,1,0,0,0,0,0,0,0,1,0,0
55,27,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,26,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,25,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,24,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,23,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,22,33,40,2,36,1,0,0,0,0,0,0,0,0,1,0,0
55,21,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,20,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,19,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
55,18,33,40,2,36,0,0,0,1,0,0,0,0,0,0,0,1
54,18,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
54,17,33,40,2,36,0,0,0,0,1,0,0,0,0,1,0,0
54,16,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
54,15,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
53,15,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
53,14,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
52,14,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
52,13,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
51,13,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
51,12,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
50,12,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
50,11,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
49,11,33,40,2,36,1,0,0,0,0,0,0,0,0,1,0,0
49,10,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
48,10,33,40,2,36,0,0,0,0,0,1,0,0,0,1,0,0
48,9,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
47,9,33,40,2,36,0,0,1,0,0,0,0,0,0,1,0,0
47,8,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
46,8,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
46,7,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
45,7,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
45,6,33,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
44,6,33,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
44,5,33,40,2,36,0,0,0,1,0,0,0,0,0,0,0,1
43,5,33,40,2,36,0,0,0,1,0,1,1,0,0,0,0,0
43,5,34,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
43,4,34,40,2,36,0,1,0,0,0,0,0,0,0,0,0,1
42,4,34,40,2,36,0,0,0,0,0,0,1,0,0,0,0,0
42,4,35,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
42,3,35,40,2,36,0,0,0,0,0,0,0,0,0,0,0,1
41,3,35,40,2,36,0,0,0,0,0,0,1,0,0,0,0,0
41,3,36,40,2,36,0,0,0,0,0,0,0,0,0,1,0,0
41,2,36,40,2,36,0,0,0,1,0,0,0,0,0,0,0,1
50,9,55,0,10,26,1,0,0,0,0,0,0,0,0,0,0,1
49,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
48,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
47,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
46,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
45,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
44,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
43,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
42,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
41,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
40,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
39,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
38,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
37,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
36,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
35,9,55,0,10,26,0,0,0,1,0,0,0,0,0,0,0,1
34,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
33,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
32,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
31,9,55,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
30,9,55,0,10,26,0,0,0,0,0,1,0,1,0,0,0,0
30,9,54,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
29,9,54,0,10,26,1,0,0,0,0,0,0,0,0,0,0,1
28,9,54,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
28,9,53,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
27,9,53,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
27,9,52,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
26,9,52,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
26,9,51,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
25,9,51,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
25,9,50,0,10,26,0,1,0,0,0,0,0,0,0,0,0,1
24,9,50,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
24,9,49,0,10,26,0,1,0,0,1,0,0,0,0,0,0,1
23,9,49,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
23,9,48,0,10,26,0,0,0,0,1,0,0,0,0,0,0,1
22,9,48,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
22,9,47,0,10,26,0,0,0,1,0,0,0,0,0,0,0,1
21,9,47,0,10,26,0,0,1,0,0,0,0,1,0,0,0,0
21,9,46,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
20,9,46,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
20,9,45,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
19,9,45,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
19,9,44,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
18,9,44,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
18,9,43,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
17,9,43,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
17,9,42,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
16,9,42,0,10,26,0,0,1,0,0,0,0,1,0,0,0,0
16,9,41,0,10,26,0,0,1,0,0,0,0,0,0,0,0,1
15,9,41,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
15,9,40,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
14,9,40,0,10,26,0,0,1,0,0,0,0,1,0,0,0,0
14,9,39,0,10,26,0,1,0,0,0,0,0,0,0,0,0,1
13,9,39,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
13,9,38,0,10,26,0,0,0,1,1,0,0,0,0,0,0,1
12,9,38,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
12,9,37,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
11,9,37,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
11,9,36,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
10,9,36,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
10,9,35,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
9,9,35,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
9,9,34,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
8,9,34,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
8,9,33,0,10,26,0,1,0,0,0,0,0,0,0,0,0,1
7,9,33,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
7,9,32,0,10,26,0,0,0,0,1,0,0,0,0,0,0,1
6,9,32,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
6,9,31,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
5,9,31,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
5,9,30,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
4,9,30,0,10,26,0,1,0,0,0,0,0,0,0,0,0,1
3,9,30,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
3,9,29,0,10,26,0,0,0,0,1,0,0,1,0,0,0,0
3,9,28,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
2,9,28,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
2,9,27,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
1,9,27,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0
1,9,26,0,10,26,0,0,0,0,0,0,0,0,1,0,0,0
1,10,26,0,10,26,0,0,0,0,0,0,0,0,0,0,0,1
53,56,19,26,2,57,0,0,0,0,0,0,0,0,0,1,0,0
53,55,19,26,2,57,0,0,0,0,0,0,0,0,0,1,0,0
53,54,19,26,2,57,0,0,0,1,0,0,1,0,0,0,0,0
53,54,20,26,2,57,0,0,0,0,0,0,0,0,0,1,0,0
53,53,20,26,2,57,0,1,0,0,0,0,0,0,0,1,0,0
53,52,20,26,2,57,0,0,0,0,0,1,0,0,0,1,0,0
