px,py,pz,alvox,alvoy,alvoz,acao0,acao1,acao2,acao3,acao4,acao5
16,46,45,7,45,10,0,1,0,0,0,0
16,46,6,34,34,32,1,0,0,0,0,0
9,18,1,11,1,39,1,0,0,0,0,0
13,34,26,48,22,24,0,0,0,0,1,0
13,3,21,3,23,8,0,0,1,0,0,0
4,35,25,22,38,2,0,1,0,0,0,0
15,16,42,32,30,10,0,1,0,0,0,0
21,9,6,27,13,9,0,0,0,0,1,0
36,22,26,19,17,24,0,0,0,0,0,1
12,23,44,27,43,21,0,1,0,0,0,0
33,43,14,28,49,1,0,1,0,0,0,0
46,18,4,21,35,47,1,0,0,0,0,0
2,3,9,19,24,13,0,0,1,0,0,0
39,13,30,37,39,21,0,0,1,0,0,0
11,34,13,16,13,32,0,0,0,1,0,0
43,35,24,27,7,43,0,0,0,1,0,0
22,2,44,19,15,19,0,1,0,0,0,0
22,29,24,40,29,45,1,0,0,0,0,0
16,31,3,1,18,13,0,0,0,0,0,1
0,25,33,8,20,3,0,1,0,0,0,0
12,13,45,25,36,46,0,0,1,0,0,0
37,3,15,8,43,46,0,0,1,0,0,0
7,37,18,49,24,44,0,0,0,0,1,0
48,41,19,12,0,45,0,0,0,1,0,0
22,18,7,30,26,9,0,0,1,0,0,0
15,13,46,48,33,32,0,0,0,0,1,0
3,37,47,40,23,7,0,1,0,0,0,0
22,38,47,9,45,9,0,1,0,0,0,0
31,7,15,7,21,0,0,0,0,0,0,1
34,26,10,38,24,10,0,0,0,0,1,0
20,43,43,7,31,40,0,0,0,0,0,1
25,42,9,18,30,13,0,0,0,1,0,0
12,19,34,34,43,31,0,0,1,0,0,0
43,48,30,49,14,31,0,0,0,1,0,0
45,30,45,40,36,49,0,0,1,0,0,0
7,45,16,25,6,37,0,0,0,1,0,0
19,19,22,39,17,6,0,0,0,0,1,0
38,40,35,47,13,37,0,0,0,1,0,0
27,6,1,8,12,21,1,0,0,0,0,0
4,6,19,39,45,9,0,0,1,0,0,0
38,45,15,27,49,13,0,0,0,0,0,1
33,3,22,15,36,8,0,0,1,0,0,0
37,4,10,36,29,10,0,0,1,0,0,0
35,40,20,23,43,32,1,0,0,0,0,0
15,31,42,29,9,3,0,1,0,0,0,0
35,17,26,29,35,29,0,0,1,0,0,0
2,10,46,1,27,13,0,1,0,0,0,0
29,24,13,46,22,37,1,0,0,0,0,0
17,40,19,31,22,17,0,0,0,1,0,0
37,44,6,11,1,16,0,0,0,1,0,0
37,44,41,23,43,25,0,1,0,0,0,0
38,42,25,9,30,2,0,0,0,0,0,1
43,33,21,46,4,36,0,0,0,1,0,0
26,31,26,20,36,34,1,0,0,0,0,0
3,1,23,11,21,2,0,1,0,0,0,0
5,1,14,32,31,43,0,0,1,0,0,0
38,19,38,28,35,8,0,1,0,0,0,0
1,1,25,18,4,17,0,0,0,0,1,0
7,13,39,15,20,7,0,1,0,0,0,0
19,23,48,13,21,39,0,1,0,0,0,0
39,33,38,37,21,24,0,1,0,0,0,0
40,30,4,18,15,33,1,0,0,0,0,0
26,4,14,33,24,12,0,0,1,0,0,0
9,21,22,5,49,3,0,0,1,0,0,0
20,28,25,41,30,12,0,0,0,0,1,0
13,14,43,43,3,45,0,0,0,0,1,0
22,45,46,27,39,40,0,1,0,0,0,0
22,15,20,49,46,34,0,0,1,0,0,0
9,49,37,48,42,17,0,0,0,0,1,0
5,30,44,13,10,49,0,0,0,1,0,0
48,21,15,3,6,24,0,0,0,0,0,1
37,41,39,32,23,27,0,0,0,1,0,0
33,10,0,4,39,12,0,0,1,0,0,0
28,32,11,46,13,12,0,0,0,1,0,0
48,43,29,29,11,45,0,0,0,1,0,0
46,19,30,9,43,23,0,0,0,0,0,1
2,31,41,29,14,23,0,0,0,0,1,0
24,17,13,40,11,44,1,0,0,0,0,0
37,26,39,11,46,16,0,0,0,0,0,1
30,21,25,24,16,3,0,1,0,0,0,0
19,13,41,9,16,28,0,1,0,0,0,0
33,43,28,38,32,16,0,1,0,0,0,0
13,23,28,27,6,38,0,0,0,1,0,0
15,40,14,7,24,6,0,0,0,1,0,0
28,30,31,24,15,23,0,0,0,1,0,0
20,31,46,24,13,44,0,0,0,1,0,0
15,43,16,9,28,13,0,0,0,1,0,0
45,9,13,36,16,1,0,1,0,0,0,0
8,32,16,49,36,5,0,0,0,0,1,0
11,4,34,36,14,35,0,0,0,0,1,0
35,49,6,9,45,43,1,0,0,0,0,0
35,5,49,46,40,9,0,1,0,0,0,0
32,18,3,24,11,13,1,0,0,0,0,0
31,46,26,21,15,41,0,0,0,1,0,0
18,7,34,16,5,28,0,1,0,0,0,0
2,13,35,8,39,14,0,0,1,0,0,0
9,34,32,44,43,45,0,0,0,0,1,0
27,18,15,40,15,8,0,0,0,0,1,0
8,21,20,21,48,27,0,0,1,0,0,0
6,48,20,49,37,43,0,0,0,0,1,0
34,38,1,17,16,41,1,0,0,0,0,0
43,0,2,2,30,13,0,0,0,0,0,1
8,8,14,6,6,47,1,0,0,0,0,0
42,30,18,38,34,37,1,0,0,0,0,0
30,13,12,26,18,1,0,1,0,0,0,0
23,35,27,18,23,47,1,0,0,0,0,0
38,18,19,23,14,21,0,0,0,0,0,1
2,37,44,28,37,42,0,0,0,0,1,0
49,43,45,43,32,15,0,1,0,0,0,0
49,37,20,10,34,6,0,0,0,0,0,1
15,17,0,41,40,9,0,0,0,0,1,0
49,19,37,2,34,24,0,0,0,0,0,1
21,45,46,27,5,2,0,1,0,0,0,0
42,27,2,34,35,10,1,0,0,0,0,0
24,16,25,29,46,47,0,0,1,0,0,0
33,37,40,4,34,10,0,1,0,0,0,0
36,38,18,38,1,1,0,0,0,1,0,0
4,43,21,28,31,8,0,0,0,0,1,0
17,22,34,20,25,12,0,1,0,0,0,0
30,9,29,35,43,32,0,0,1,0,0,0
11,0,39,23,18,21,0,1,0,0,0,0
27,40,25,10,26,47,1,0,0,0,0,0
37,48,21,31,35,34,1,0,0,0,0,0
3,5,10,36,34,1,0,0,0,0,1,0
35,27,9,16,7,20,0,0,0,1,0,0
1,20,3,5,14,40,1,0,0,0,0,0
9,46,25,40,39,1,0,0,0,0,1,0
12,0,9,5,42,39,0,0,1,0,0,0
12,7,39,16,18,6,0,1,0,0,0,0
39,20,19,17,12,12,0,0,0,0,0,1
6,29,26,15,2,12,0,0,0,1,0,0
3,28,22,22,10,8,0,0,0,0,1,0
21,11,44,9,25,8,0,1,0,0,0,0
42,21,15,39,0,5,0,0,0,1,0,0
34,49,35,1,37,9,0,0,0,0,0,1
12,37,9,35,21,43,1,0,0,0,0,0
31,18,16,10,6,10,0,0,0,0,0,1
49,36,0,16,13,14,0,0,0,0,0,1
35,38,43,36,38,6,0,1,0,0,0,0
7,15,22,41,26,12,0,0,0,0,1,0
27,29,38,0,8,14,0,0,0,0,0,1
21,24,34,5,43,22,0,0,1,0,0,0
3,46,29,42,15,49,0,0,0,0,1,0
44,41,29,45,29,32,0,0,0,1,0,0
17,14,12,48,14,13,0,0,0,0,1,0
19,7,42,37,46,12,0,0,1,0,0,0
0,27,15,49,34,7,0,0,0,0,1,0
26,7,26,32,5,23,0,0,0,0,1,0
37,16,19,42,3,37,1,0,0,0,0,0
11,39,11,27,21,48,1,0,0,0,0,0
40,8,21,14,8,25,0,0,0,0,0,1
15,15,35,3,33,29,0,0,1,0,0,0
32,15,29,36,35,46,0,0,1,0,0,0
39,39,39,49,37,13,0,1,0,0,0,0
16,5,9,29,35,45,1,0,0,0,0,0
11,6,20,2,26,16,0,0,1,0,0,0
34,26,17,12,31,17,0,0,0,0,0,1
1,5,8,6,4,10,0,0,0,0,1,0
8,41,27,5,16,21,0,0,0,1,0,0
46,7,12,36,48,24,0,0,1,0,0,0
5,5,31,32,10,34,0,0,0,0,1,0
37,4,33,31,34,48,0,0,1,0,0,0
41,32,4,49,48,8,0,0,1,0,0,0
35,44,32,31,23,6,0,1,0,0,0,0
9,9,12,41,7,12,0,0,0,0,1,0
5,26,40,15,43,11,0,1,0,0,0,0
28,14,35,42,37,0,0,1,0,0,0,0
48,21,19,38,0,2,0,0,0,1,0,0
30,8,2,29,17,24,1,0,0,0,0,0
6,28,6,31,21,35,1,0,0,0,0,0
32,48,44,10,30,3,0,1,0,0,0,0
40,2,10,13,6,32,0,0,0,0,0,1
43,40,43,28,47,12,0,1,0,0,0,0
35,2,19,49,4,43,1,0,0,0,0,0
26,44,41,13,2,27,0,0,0,1,0,0
4,14,48,42,15,7,0,1,0,0,0,0
26,18,48,9,49,44,0,0,1,0,0,0
20,49,18,5,15,32,0,0,0,1,0,0
33,22,23,44,49,44,0,0,1,0,0,0
33,25,31,13,5,26,0,0,0,1,0,0
35,12,1,27,39,26,0,0,1,0,0,0
36,46,9,7,12,9,0,0,0,1,0,0
42,42,49,49,10,9,0,1,0,0,0,0
20,34,31,6,6,25,0,0,0,1,0,0
1,9,26,25,28,12,0,0,0,0,1,0
30,29,33,30,46,9,0,1,0,0,0,0
35,24,26,12,38,22,0,0,0,0,0,1
15,5,42,38,9,18,0,1,0,0,0,0
12,45,41,32,39,13,0,1,0,0,0,0
29,33,13,12,43,25,0,0,0,0,0,1
16,1,23,17,28,23,0,0,1,0,0,0
5,24,23,41,22,36,0,0,0,0,1,0
26,16,2,22,46,28,0,0,1,0,0,0
35,25,3,16,35,29,1,0,0,0,0,0
39,41,26,46,3,35,0,0,0,1,0,0
19,27,35,42,2,39,0,0,0,1,0,0
40,3,3,35,7,3,0,0,0,0,0,1
22,24,14,11,48,0,0,0,1,0,0,0
18,17,47,42,49,44,0,0,1,0,0,0
38,40,32,12,3,24,0,0,0,1,0,0
13,3,32,27,14,34,0,0,0,0,1,0
23,12,13,28,31,5,0,0,1,0,0,0
17,11,20,19,5,23,0,0,0,1,0,0
48,38,21,5,31,22,0,0,0,0,0,1
20,14,3,24,1,6,0,0,0,1,0,0
6,46,20,7,37,37,1,0,0,0,0,0
22,31,24,16,6,46,0,0,0,1,0,0
15,12,34,42,35,24,0,0,0,0,1,0
2,21,34,26,36,40,0,0,0,0,1,0
23,25,3,2,30,49,1,0,0,0,0,0
49,41,7,43,26,43,1,0,0,0,0,0
3,46,33,34,22,31,0,0,0,0,1,0
10,18,2,38,32,48,1,0,0,0,0,0
13,21,31,29,20,10,0,1,0,0,0,0
22,12,29,5,22,5,0,1,0,0,0,0
32,18,29,44,3,5,0,1,0,0,0,0
19,15,37,6,5,23,0,1,0,0,0,0
31,28,10,43,33,25,1,0,0,0,0,0
45,5,33,2,31,31,0,0,0,0,0,1
13,9,17,3,21,46,1,0,0,0,0,0
25,49,30,30,39,30,0,0,0,1,0,0
19,9,10,39,31,43,1,0,0,0,0,0
3,49,32,35,25,1,0,0,0,0,1,0
14,3,8,45,25,32,0,0,0,0,1,0
27,21,15,23,33,28,1,0,0,0,0,0
5,6,11,7,2,19,1,0,0,0,0,0
19,48,18,18,15,21,0,0,0,1,0,0
48,4,17,6,14,0,0,0,0,0,0,1
43,37,40,9,12,24,0,0,0,0,0,1
32,15,43,18,36,39,0,0,1,0,0,0
12,13,13,35,40,30,0,0,1,0,0,0
37,42,26,42,42,32,1,0,0,0,0,0
30,6,7,34,20,38,1,0,0,0,0,0
21,0,14,2,41,32,0,0,1,0,0,0
0,22,48,44,1,49,0,0,0,0,1,0
11,25,1,27,22,38,1,0,0,0,0,0
36,47,31,27,34,33,0,0,0,1,0,0
45,8,5,46,13,43,1,0,0,0,0,0
48,2,34,29,48,1,0,0,1,0,0,0
9,39,47,12,37,36,0,1,0,0,0,0
16,33,30,7,18,26,0,0,0,1,0,0
17,43,26,48,13,40,0,0,0,0,1,0
8,47,28,32,48,31,0,0,0,0,1,0
13,48,22,7,9,21,0,0,0,1,0,0
47,39,8,28,9,25,0,0,0,1,0,0
19,3,4,28,5,22,1,0,0,0,0,0
16,42,45,25,40,37,0,0,0,0,1,0
11,8,35,44,45,14,0,0,1,0,0,0
36,11,40,2,26,36,0,0,0,0,0,1
37,13,10,41,44,13,0,0,1,0,0,0
30,28,4,4,45,0,0,0,0,0,0,1
23,15,39,34,44,1,0,1,0,0,0,0
48,48,3,23,33,0,0,0,0,0,0,1
24,28,24,46,18,14,0,0,0,0,1,0
0,48,6,20,14,28,0,0,0,1,0,0
38,6,40,6,25,20,0,0,0,0,0,1
10,13,31,26,4,21,0,0,0,0,1,0
37,4,47,28,35,47,0,0,1,0,0,0
41,34,38,23,3,44,0,0,0,1,0,0
20,26,17,16,13,30,1,0,0,0,0,0
20,1,11,45,13,11,0,0,0,0,1,0
29,21,46,0,30,31,0,0,0,0,0,1
36,35,42,5,49,1,0,1,0,0,0,0
21,20,12,1,42,22,0,0,1,0,0,0
25,46,21,16,16,26,0,0,0,1,0,0
28,11,20,25,29,7,0,0,1,0,0,0
16,3,36,46,43,46,0,0,1,0,0,0
15,24,48,1,21,38,0,0,0,0,0,1
33,20,40,7,29,38,0,0,0,0,0,1
25,34,16,43,26,16,0,0,0,0,1,0
40,7,3,23,46,17,0,0,1,0,0,0
18,41,41,44,6,12,0,0,0,1,0,0
11,5,26,31,23,2,0,1,0,0,0,0
38,43,40,32,1,40,0,0,0,1,0,0
43,41,23,41,17,39,0,0,0,1,0,0
23,41,23,5,34,8,0,0,0,0,0,1
49,0,6,9,29,18,0,0,0,0,0,1
30,4,39,16,3,39,0,0,0,0,0,1
34,18,18,37,9,35,1,0,0,0,0,0
7,26,42,13,8,12,0,1,0,0,0,0
23,14,40,11,14,13,0,1,0,0,0,0
49,37,36,2,42,45,0,0,0,0,0,1
45,30,0,33,24,1,0,0,0,0,0,1
13,36,36,45,14,23,0,0,0,0,1,0
6,48,40,41,0,19,0,0,0,1,0,0
38,25,40,7,19,40,0,0,0,0,0,1
20,17,11,10,41,14,0,0,1,0,0,0
12,18,2,10,23,46,1,0,0,0,0,0
46,2,3,33,36,41,1,0,0,0,0,0
2,6,40,29,7,4,0,1,0,0,0,0
40,42,24,19,13,42,0,0,0,1,0,0
27,26,0,24,6,37,1,0,0,0,0,0
2,40,17,33,21,40,0,0,0,0,1,0
3,43,28,4,7,2,0,0,0,1,0,0
1,34,43,30,3,13,0,0,0,1,0,0
33,30,35,43,32,46,1,0,0,0,0,0
31,21,2,46,11,17,1,0,0,0,0,0
6,22,35,42,0,10,0,0,0,0,1,0
19,47,19,17,5,25,0,0,0,1,0,0
28,24,6,19,13,30,1,0,0,0,0,0
18,18,30,23,25,18,0,1,0,0,0,0
24,27,29,25,27,23,0,1,0,0,0,0
23,42,7,33,20,38,1,0,0,0,0,0
15,4,29,41,6,44,0,0,0,0,1,0
39,46,2,30,35,44,1,0,0,0,0,0
27,4,38,29,37,5,0,1,0,0,0,0
18,35,38,14,31,5,0,1,0,0,0,0
20,26,8,42,12,40,1,0,0,0,0,0
37,8,18,21,11,24,0,0,0,0,0,1
13,8,37,18,48,14,0,0,1,0,0,0
36,40,33,46,26,17,0,1,0,0,0,0
25,42,48,48,21,0,0,1,0,0,0,0
15,7,40,48,8,21,0,0,0,0,1,0
9,33,47,32,10,21,0,1,0,0,0,0
6,48,14,17,33,29,1,0,0,0,0,0
24,13,33,12,44,12,0,0,1,0,0,0
23,27,29,41,18,15,0,0,0,0,1,0
10,26,37,28,23,28,0,0,0,0,1,0
45,45,44,36,0,49,0,0,0,1,0,0
19,38,28,48,5,26,0,0,0,1,0,0
21,45,31,38,40,3,0,1,0,0,0,0
1,5,10,23,39,7,0,0,1,0,0,0
1,43,26,5,7,2,0,0,0,1,0,0
38,19,3,37,3,33,1,0,0,0,0,0
49,45,8,15,40,12,0,0,0,0,0,1
5,2,47,48,6,17,0,0,0,0,1,0
34,29,22,42,29,8,0,1,0,0,0,0
18,31,38,18,5,46,0,0,0,1,0,0
49,12,48,20,6,33,0,0,0,0,0,1
5,32,4,14,10,7,0,0,0,1,0,0
27,35,12,3,43,18,0,0,0,0,0,1
1,40,48,27,33,35,0,0,0,0,1,0
0,33,16,19,39,4,0,0,0,0,1,0
17,42,0,39,22,15,0,0,0,0,1,0
36,5,30,8,16,9,0,0,0,0,0,1
44,46,28,4,29,23,0,0,0,0,0,1
17,3,38,2,10,19,0,1,0,0,0,0
9,31,19,34,33,44,1,0,0,0,0,0
28,19,37,0,31,10,0,0,0,0,0,1
27,35,49,16,29,20,0,1,0,0,0,0
23,33,40,17,39,33,0,1,0,0,0,0
11,11,14,26,5,35,1,0,0,0,0,0
23,36,47,28,22,14,0,1,0,0,0,0
2,23,20,37,18,31,0,0,0,0,1,0
25,5,39,47,35,38,0,0,1,0,0,0
11,6,22,43,1,17,0,0,0,0,1,0
37,24,37,32,21,3,0,1,0,0,0,0
46,48,15,31,8,18,0,0,0,1,0,0
32,35,42,46,6,48,0,0,0,1,0,0
9,47,46,16,34,8,0,1,0,0,0,0
2,18,49,7,13,25,0,1,0,0,0,0
21,18,36,5,27,41,0,0,0,0,0,1
28,7,21,2,49,25,0,0,1,0,0,0
5,30,48,9,18,39,0,0,0,1,0,0
5,25,48,39,45,38,0,0,0,0,1,0
39,34,45,10,23,2,0,1,0,0,0,0
0,44,37,5,36,1,0,1,0,0,0,0
5,18,24,29,0,20,0,0,0,0,1,0
49,0,48,36,9,25,0,1,0,0,0,0
40,22,37,8,0,21,0,0,0,0,0,1
46,28,41,7,3,44,0,0,0,0,0,1
8,23,28,15,18,48,1,0,0,0,0,0
6,33,43,43,44,38,0,0,0,0,1,0
29,29,31,8,38,8,0,1,0,0,0,0
31,39,37,36,33,9,0,1,0,0,0,0
4,36,25,13,34,46,1,0,0,0,0,0
42,25,13,39,36,43,1,0,0,0,0,0
33,9,43,30,12,42,0,0,1,0,0,0
38,30,40,8,4,31,0,0,0,0,0,1
32,31,26,2,2,46,0,0,0,0,0,1
12,49,2,17,48,48,1,0,0,0,0,0
40,23,17,3,6,41,0,0,0,0,0,1
18,32,43,6,24,20,0,1,0,0,0,0
33,8,17,23,20,27,0,0,1,0,0,0
2,22,12,11,33,37,1,0,0,0,0,0
27,48,0,10,40,18,1,0,0,0,0,0
43,2,4,39,37,8,0,0,1,0,0,0
17,32,30,45,44,6,0,0,0,0,1,0
18,4,3,10,17,38,1,0,0,0,0,0
27,23,9,7,34,13,0,0,0,0,0,1
8,11,34,17,9,41,0,0,0,0,1,0
33,39,9,24,11,10,0,0,0,1,0,0
16,45,29,20,42,16,0,1,0,0,0,0
25,17,48,22,10,32,0,1,0,0,0,0
44,4,47,13,6,21,0,0,0,0,0,1
48,35,2,26,24,7,0,0,0,0,0,1
18,23,22,30,10,45,1,0,0,0,0,0
4,0,30,44,8,16,0,0,0,0,1,0
43,1,42,14,27,28,0,0,0,0,0,1
24,16,49,49,30,44,0,0,0,0,1,0
44,47,16,9,27,20,0,0,0,0,0,1
6,37,5,48,15,42,0,0,0,0,1,0
1,40,45,47,27,26,0,0,0,0,1,0
1,5,23,24,29,35,0,0,1,0,0,0
13,17,2,14,19,39,1,0,0,0,0,0
36,18,47,11,18,40,0,0,0,0,0,1
39,30,28,4,5,17,0,0,0,0,0,1
29,7,11,21,41,13,0,0,1,0,0,0
40,20,34,49,14,4,0,1,0,0,0,0
3,31,13,45,15,8,0,0,0,0,1,0
44,7,33,13,43,1,0,0,1,0,0,0
11,48,4,7,46,17,1,0,0,0,0,0
23,17,20,48,44,15,0,0,1,0,0,0
40,10,42,20,14,14,0,1,0,0,0,0
13,49,28,38,16,49,0,0,0,1,0,0
47,32,19,37,48,35,1,0,0,0,0,0
14,19,28,49,32,48,0,0,0,0,1,0
18,28,1,23,28,6,1,0,0,0,0,0
46,6,17,2,38,32,0,0,0,0,0,1
14,23,38,18,9,48,0,0,0,1,0,0
26,36,38,24,38,7,0,1,0,0,0,0
48,20,18,29,21,24,0,0,0,0,0,1
13,12,9,47,36,38,0,0,0,0,1,0
4,11,21,16,28,49,1,0,0,0,0,0
2,49,32,42,0,46,0,0,0,1,0,0
22,28,27,7,2,32,0,0,0,1,0,0
46,34,43,5,5,6,0,0,0,0,0,1
31,23,21,7,30,20,0,0,0,0,0,1
17,0,43,34,33,5,0,1,0,0,0,0
31,12,2,45,39,47,1,0,0,0,0,0
1,19,6,5,48,42,1,0,0,0,0,0
15,41,37,34,11,30,0,0,0,1,0,0
3,10,16,14,38,43,0,0,1,0,0,0
37,34,8,4,27,44,1,0,0,0,0,0
27,0,32,37,8,40,0,0,0,0,1,0
0,1,39,44,5,21,0,0,0,0,1,0
38,15,2,28,38,44,1,0,0,0,0,0
40,3,18,41,29,10,0,0,1,0,0,0
9,46,26,20,44,24,0,0,0,0,1,0
7,18,15,44,26,4,0,0,0,0,1,0
17,33,44,46,30,3,0,1,0,0,0,0
9,39,10,8,11,8,0,0,0,1,0,0
31,39,20,20,8,20,0,0,0,1,0,0
25,48,40,2,5,23,0,0,0,1,0,0
44,43,28,1,21,2,0,0,0,0,0,1
6,45,40,37,35,36,0,0,0,0,1,0
20,25,6,18,13,24,1,0,0,0,0,0
12,17,18,0,4,2,0,1,0,0,0,0
25,35,11,33,7,10,0,0,0,1,0,0
41,32,31,44,5,5,0,0,0,1,0,0
31,32,22,20,43,22,0,0,1,0,0,0
20,14,20,27,8,14,0,0,0,0,1,0
14,46,41,24,43,18,0,1,0,0,0,0
1,26,32,9,30,43,1,0,0,0,0,0
41,17,14,10,9,37,0,0,0,0,0,1
26,48,33,11,37,48,1,0,0,0,0,0
39,39,20,37,4,12,0,0,0,1,0,0
4,27,3,8,41,5,0,0,1,0,0,0
2,27,43,9,1,48,0,0,0,1,0,0
46,45,29,32,4,19,0,0,0,1,0,0
1,28,24,12,34,5,0,1,0,0,0,0
41,14,4,36,13,9,1,0,0,0,0,0
28,43,9,31,19,13,0,0,0,1,0,0
8,0,16,22,10,27,0,0,0,0,1,0
49,33,47,0,48,5,0,0,0,0,0,1
28,40,38,47,22,14,0,1,0,0,0,0
33,6,12,41,6,4,0,1,0,0,0,0
18,4,19,15,23,26,0,0,1,0,0,0
48,37,39,45,3,35,0,0,0,1,0,0
23,7,22,27,16,16,0,0,1,0,0,0
28,6,41,18,14,36,0,0,0,0,0,1
23,15,15,46,30,44,1,0,0,0,0,0
40,20,5,49,28,29,1,0,0,0,0,0
45,24,3,23,25,13,0,0,0,0,0,1
47,25,2,38,30,24,1,0,0,0,0,0
5,13,12,0,36,15,0,0,1,0,0,0
32,40,8,23,46,23,1,0,0,0,0,0
43,49,24,11,45,37,0,0,0,0,0,1
18,20,6,45,18,39,1,0,0,0,0,0
24,9,9,42,3,49,1,0,0,0,0,0
41,33,29,35,13,5,0,1,0,0,0,0
12,19,21,32,4,7,0,0,0,0,1,0
29,37,31,8,25,23,0,0,0,0,0,1
17,18,7,27,37,29,1,0,0,0,0,0
44,41,33,47,46,0,0,1,0,0,0,0
19,38,7,1,3,46,1,0,0,0,0,0
32,47,39,16,43,21,0,1,0,0,0,0
1,38,21,5,36,8,0,1,0,0,0,0
14,27,19,33,37,32,0,0,0,0,1,0
13,7,6,17,24,29,1,0,0,0,0,0
37,19,26,29,18,15,0,1,0,0,0,0
31,42,10,29,40,25,1,0,0,0,0,0
24,36,14,7,4,22,0,0,0,1,0,0
11,49,13,34,8,31,0,0,0,1,0,0
0,13,44,13,12,35,0,0,0,0,1,0
27,15,40,5,9,35,0,0,0,0,0,1
0,42,34,31,24,48,0,0,0,0,1,0
12,29,8,22,36,41,1,0,0,0,0,0
40,47,25,40,7,41,0,0,0,1,0,0
39,19,48,3,32,39,0,0,0,0,0,1
6,41,24,21,21,41,0,0,0,1,0,0
11,17,7,48,28,34,0,0,0,0,1,0
40,14,27,9,17,27,0,0,0,0,0,1
25,41,18,49,17,13,0,0,0,1,0,0
31,13,8,19,0,35,1,0,0,0,0,0
13,42,9,49,40,37,0,0,0,0,1,0
28,30,21,23,23,28,1,0,0,0,0,0
48,5,15,15,39,26,0,0,1,0,0,0
21,12,26,25,21,44,1,0,0,0,0,0
35,37,0,49,42,14,1,0,0,0,0,0
23,36,31,18,34,49,1,0,0,0,0,0
26,43,37,29,26,8,0,1,0,0,0,0
22,1,41,5,49,18,0,0,1,0,0,0
7,14,2,48,37,39,0,0,0,0,1,0
18,39,10,16,49,8,0,0,1,0,0,0
43,47,41,30,43,23,0,1,0,0,0,0
11,35,15,4,40,10,0,0,0,0,0,1
21,21,9,48,14,24,0,0,0,0,1,0
21,5,0,7,1,33,1,0,0,0,0,0
28,43,24,36,28,24,0,0,0,1,0,0
15,36,31,22,48,26,0,0,1,0,0,0
4,10,41,38,39,24,0,0,0,0,1,0
19,8,4,2,0,4,0,0,0,0,0,1
15,21,21,37,21,18,0,0,0,0,1,0
41,37,17,21,39,44,1,0,0,0,0,0
11,4,31,13,13,0,0,1,0,0,0,0
1,37,13,25,18,43,1,0,0,0,0,0
11,20,6,18,36,5,0,0,1,0,0,0
19,14,49,17,11,11,0,1,0,0,0,0
15,33,40,39,2,6,0,1,0,0,0,0
18,44,30,48,39,27,0,0,0,0,1,0
20,19,3,13,43,41,1,0,0,0,0,0
42,45,39,21,23,49,0,0,0,1,0,0
14,10,37,11,29,23,0,0,1,0,0,0
17,17,12,13,5,9,0,0,0,1,0,0
21,6,36,21,46,13,0,0,1,0,0,0
13,37,31,34,26,10,0,1,0,0,0,0
36,3,12,3,37,20,0,0,1,0,0,0
6,1,13,49,17,41,0,0,0,0,1,0
49,14,38,22,17,27,0,0,0,0,0,1
16,23,4,20,38,28,1,0,0,0,0,0
37,21,35,46,47,36,0,0,1,0,0,0
33,9,27,3,24,21,0,0,0,0,0,1
28,19,21,0,22,40,0,0,0,0,0,1
26,48,28,49,18,34,0,0,0,1,0,0
27,42,35,39,8,13,0,0,0,1,0,0
47,26,22,23,28,45,0,0,0,0,0,1
28,24,18,11,5,36,0,0,0,1,0,0
21,21,0,47,23,36,1,0,0,0,0,0
49,21,41,5,6,2,0,0,0,0,0,1
27,17,38,28,1,40,0,0,0,1,0,0
41,18,5,5,37,7,0,0,0,0,0,1
22,35,21,1,31,1,0,0,0,0,0,1
40,39,1,6,12,40,1,0,0,0,0,0
16,15,20,45,31,46,0,0,0,0,1,0
28,18,26,43,15,31,0,0,0,0,1,0
27,1,4,9,33,39,1,0,0,0,0,0
3,24,20,3,29,8,0,1,0,0,0,0
38,36,34,6,44,3,0,0,0,0,0,1
31,8,28,0,23,48,0,0,0,0,0,1
22,34,8,16,7,48,1,0,0,0,0,0
16,22,21,19,23,13,0,1,0,0,0,0
46,7,18,37,5,15,0,0,0,0,0,1
21,12,36,4,13,4,0,1,0,0,0,0
1,36,31,32,22,38,0,0,0,0,1,0
23,11,34,23,20,35,0,0,1,0,0,0
32,28,23,4,39,16,0,0,0,0,0,1
33,42,18,16,44,21,0,0,0,0,0,1
5,42,12,43,38,4,0,0,0,0,1,0
10,11,3,32,15,28,1,0,0,0,0,0
46,30,13,13,48,48,1,0,0,0,0,0
9,49,21,8,14,47,0,0,0,1,0,0
39,39,25,0,8,23,0,0,0,0,0,1
1,7,45,16,9,37,0,0,0,0,1,0
33,30,30,1,31,0,0,0,0,0,0,1
22,1,37,25,22,26,0,0,1,0,0,0
19,24,22,48,27,38,0,0,0,0,1,0
45,14,2,22,43,25,0,0,1,0,0,0
25,0,48,16,38,33,0,0,1,0,0,0
45,49,15,15,20,29,0,0,0,0,0,1
40,25,0,37,37,2,0,0,1,0,0,0
47,40,38,7,38,44,0,0,0,0,0,1
14,7,46,6,20,10,0,1,0,0,0,0
26,17,3,49,7,47,1,0,0,0,0,0
10,20,31,10,40,13,0,0,1,0,0,0
19,18,3,7,42,48,1,0,0,0,0,0
15,33,28,37,47,26,0,0,0,0,1,0
39,32,37,33,24,30,0,0,0,1,0,0
35,34,31,38,11,15,0,0,0,1,0,0
25,6,27,12,35,40,0,0,1,0,0,0
21,47,10,1,19,6,0,0,0,1,0,0
