px,py,pz,alvox,alvoy,alvoz,choque0,choque1,choque2,choque3,choque4,choque5,acao0,acao1,acao2,acao3,acao4,acao5
21,9,4,17,9,25,0,0,0,0,0,0,0,1,0,0,0,0
31,4,48,29,42,47,0,0,0,0,0,0,0,0,0,1,0,0
28,7,0,28,45,1,0,0,0,0,0,0,0,0,0,1,0,0
49,4,43,14,33,18,0,0,0,0,0,0,0,0,0,0,1,0
38,15,1,38,4,38,0,0,0,0,0,0,0,1,0,0,0,0
10,39,24,40,47,45,0,0,0,0,0,0,0,0,0,0,0,1
41,25,28,45,8,1,0,0,0,0,0,0,1,0,0,0,0,0
9,22,42,11,36,37,0,0,0,0,0,0,0,0,0,1,0,0
9,2,22,31,45,6,0,0,0,0,0,0,0,0,0,1,0,0
50,2,21,27,43,30,0,0,0,0,0,0,0,0,0,1,0,0
13,23,19,4,45,33,0,0,0,0,0,0,0,0,0,1,0,0
44,13,23,11,50,36,0,0,0,0,0,0,0,0,0,1,0,0
39,6,49,44,39,44,0,0,0,0,0,0,0,0,0,1,0,0
50,35,37,26,3,14,0,0,0,0,0,0,0,0,1,0,0,0
25,37,41,38,14,5,0,0,0,0,0,0,1,0,0,0,0,0
33,15,25,36,19,18,0,0,0,0,0,0,1,0,0,0,0,0
32,22,7,21,20,8,0,0,0,0,0,0,0,0,0,0,1,0
26,43,39,24,18,38,0,0,0,0,0,0,0,0,1,0,0,0
24,33,37,7,29,24,0,0,0,0,0,0,0,0,0,0,1,0
2,38,48,31,43,5,0,0,0,0,0,0,1,0,0,0,0,0
47,27,9,39,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2,25,5,22,18,25,0,0,0,0,0,0,0,1,0,0,0,0
3,42,1,44,38,45,0,0,0,0,0,0,0,1,0,0,0,0
19,29,46,32,19,4,0,0,0,0,0,0,1,0,0,0,0,0
6,10,10,12,9,16,0,0,0,0,0,0,0,1,0,0,0,0
47,22,15,5,3,5,0,0,0,0,0,0,0,0,0,0,1,0
5,13,19,11,32,9,0,0,0,0,0,0,0,0,0,1,0,0
16,47,36,23,35,50,0,0,0,0,0,0,0,1,0,0,0,0
33,5,27,19,27,11,0,0,0,0,0,0,0,0,0,1,0,0
50,24,25,39,21,24,0,0,0,0,0,0,0,0,0,0,1,0
33,3,17,17,5,28,0,0,0,0,0,0,0,0,0,0,1,0
15,36,18,50,18,37,0,0,0,0,0,0,0,0,0,0,0,1
31,35,29,13,24,28,0,0,0,0,0,0,0,0,0,0,1,0
19,28,36,36,5,11,0,0,0,0,0,0,1,0,0,0,0,0
1,3,6,36,9,19,0,0,0,0,0,0,0,0,0,0,0,1
17,17,31,31,18,15,0,0,0,0,0,0,1,0,0,0,0,0
20,6,10,16,8,18,0,0,0,0,0,0,0,1,0,0,0,0
22,38,2,30,41,15,0,0,0,0,0,0,0,1,0,0,0,0
8,18,21,12,4,2,0,0,0,0,0,0,1,0,0,0,0,0
26,30,17,11,39,32,0,0,0,0,0,0,0,1,0,0,0,0
3,23,46,44,19,1,0,0,0,0,0,0,1,0,0,0,0,0
34,3,28,38,4,12,0,0,0,0,0,0,1,0,0,0,0,0
36,18,31,46,19,46,0,0,0,0,0,0,0,1,0,0,0,0
23,50,21,48,44,43,0,0,0,0,0,0,0,0,0,0,0,1
20,6,39,21,14,0,0,0,0,0,0,0,1,0,0,0,0,0
48,2,5,42,38,9,0,0,0,0,0,0,0,0,0,1,0,0
18,9,50,12,26,6,0,0,0,0,0,0,1,0,0,0,0,0
32,10,48,10,15,41,0,0,0,0,0,0,0,0,0,0,1,0
42,33,22,45,11,44,0,0,0,0,0,0,0,1,0,0,0,0
24,38,20,45,22,24,0,0,0,0,0,0,0,0,0,0,0,1
19,5,21,30,33,39,0,0,0,0,0,0,0,0,0,1,0,0
17,35,2,30,45,25,0,0,0,0,0,0,0,1,0,0,0,0
1,21,40,41,38,24,0,0,0,0,0,0,0,0,0,0,0,1
41,20,4,22,27,1,0,0,0,0,0,0,0,0,0,0,1,0
18,45,34,23,7,41,0,0,0,0,0,0,0,0,1,0,0,0
21,29,7,0,48,41,0,0,0,0,0,0,0,1,0,0,0,0
12,25,25,31,45,17,0,0,0,0,0,0,0,0,0,1,0,0
26,2,45,6,19,8,0,0,0,0,0,0,1,0,0,0,0,0
34,33,35,47,5,28,0,0,0,0,0,0,0,0,1,0,0,0
50,41,31,6,13,0,0,0,0,0,0,0,0,0,0,0,1,0
29,21,22,11,41,29,0,0,0,0,0,0,0,0,0,1,0,0
48,20,25,36,13,31,0,0,0,0,0,0,0,0,0,0,1,0
4,14,37,34,37,17,0,0,0,0,0,0,0,0,0,0,0,1
48,35,1,5,7,23,0,0,0,0,0,0,0,0,0,0,1,0
30,33,0,2,13,21,0,0,0,0,0,0,0,0,0,0,1,0
16,49,31,34,45,16,0,0,0,0,0,0,0,0,0,0,0,1
17,29,44,48,30,40,0,0,0,0,0,0,0,0,0,0,0,1
18,21,29,2,38,30,0,0,0,0,0,0,0,0,0,1,0,0
8,30,21,42,50,8,0,0,0,0,0,0,0,0,0,0,0,1
49,28,14,22,3,36,0,0,0,0,0,0,0,0,0,0,1,0
47,23,28,36,5,29,0,0,0,0,0,0,0,0,1,0,0,0
47,35,8,43,26,24,0,0,0,0,0,0,0,1,0,0,0,0
46,8,6,42,37,29,0,0,0,0,0,0,0,0,0,1,0,0
50,44,4,34,12,7,0,0,0,0,0,0,0,0,1,0,0,0
24,32,19,1,13,11,0,0,0,0,0,0,0,0,0,0,1,0
8,9,38,12,42,9,0,0,0,0,0,0,0,0,0,1,0,0
41,23,5,6,49,12,0,0,0,0,0,0,0,0,0,0,1,0
41,27,27,40,38,27,0,0,0,0,0,0,0,0,0,1,0,0
6,24,1,12,42,34,0,0,0,0,0,0,0,1,0,0,0,0
0,34,32,6,16,0,0,0,0,0,0,0,1,0,0,0,0,0
41,41,13,40,25,11,0,0,0,0,0,0,0,0,1,0,0,0
30,44,10,24,22,48,0,0,0,0,0,0,0,1,0,0,0,0
36,8,17,49,21,45,0,0,0,0,0,0,0,1,0,0,0,0
43,19,28,27,37,9,0,0,0,0,0,0,1,0,0,0,0,0
42,36,22,17,15,17,0,0,0,0,0,0,0,0,0,0,1,0
32,44,4,35,29,45,0,0,0,0,0,0,0,1,0,0,0,0
5,50,14,43,23,37,0,0,0,0,0,0,0,0,0,0,0,1
28,42,33,50,43,8,0,0,0,0,0,0,1,0,0,0,0,0
0,24,32,34,50,13,0,0,0,0,0,0,0,0,0,0,0,1
29,18,11,48,47,24,0,0,0,0,0,0,0,0,0,1,0,0
1,49,40,23,46,37,0,0,0,0,0,0,0,0,0,0,0,1
35,1,23,0,20,6,0,0,0,0,0,0,0,0,0,0,1,0
13,7,18,41,10,32,0,0,0,0,0,0,0,0,0,0,0,1
48,13,4,13,26,47,0,0,0,0,0,0,0,1,0,0,0,0
35,44,16,44,5,49,0,0,0,0,0,0,0,0,1,0,0,0
43,47,0,16,10,4,0,0,0,0,0,0,0,0,1,0,0,0
50,38,27,37,45,26,0,0,0,0,0,0,0,0,0,0,1,0
39,32,12,8,20,13,0,0,0,0,0,0,0,0,0,0,1,0
5,19,21,23,11,24,0,0,0,0,0,0,0,0,0,0,0,1
5,37,40,15,27,24,0,0,0,0,0,0,1,0,0,0,0,0
46,27,36,0,7,39,0,0,0,0,0,0,0,0,0,0,1,0
43,10,23,15,41,19,0,0,0,0,0,0,0,0,0,1,0,0
47,2,3,47,11,39,0,0,0,0,0,0,0,1,0,0,0,0
11,31,44,41,31,23,0,0,0,0,0,0,0,0,0,0,0,1
46,24,48,9,24,46,0,0,0,0,0,0,0,0,0,0,1,0
50,25,50,43,26,38,0,0,0,0,0,0,1,0,0,0,0,0
7,33,41,0,10,14,0,0,0,0,0,0,1,0,0,0,0,0
36,36,31,8,25,25,0,0,0,0,0,0,0,0,0,0,1,0
45,6,20,39,36,30,0,0,0,0,0,0,0,0,0,1,0,0
50,2,16,33,20,20,0,0,0,0,0,0,0,0,0,1,0,0
17,22,48,34,36,47,0,0,0,0,0,0,0,0,0,0,0,1
12,0,38,24,38,11,0,0,0,0,0,0,0,0,0,1,0,0
7,27,47,39,18,25,0,0,0,0,0,0,0,0,0,0,0,1
45,48,16,26,5,1,0,0,0,0,0,0,0,0,1,0,0,0
46,16,22,14,42,19,0,0,0,0,0,0,0,0,0,0,1,0
34,11,5,18,44,36,0,0,0,0,0,0,0,0,0,1,0,0
31,0,31,19,9,43,0,0,0,0,0,0,0,1,0,0,0,0
27,9,37,48,5,42,0,0,0,0,0,0,0,0,0,0,0,1
45,32,9,26,18,2,0,0,0,0,0,0,0,0,0,0,1,0
7,5,20,40,10,4,0,0,0,0,0,0,0,0,0,0,0,1
32,25,11,43,12,34,0,0,0,0,0,0,0,1,0,0,0,0
17,9,13,47,39,35,0,0,0,0,0,0,0,0,0,1,0,0
1,35,49,7,37,4,0,0,0,0,0,0,1,0,0,0,0,0
19,35,15,0,39,38,0,0,0,0,0,0,0,1,0,0,0,0
29,16,17,50,46,49,0,0,0,0,0,0,0,1,0,0,0,0
34,27,36,48,4,14,0,0,0,0,0,0,0,0,1,0,0,0
7,0,26,16,47,32,0,0,0,0,0,0,0,0,0,1,0,0
19,9,42,29,16,3,0,0,0,0,0,0,1,0,0,0,0,0
36,40,34,11,21,35,0,0,0,0,0,0,0,0,0,0,1,0
45,19,50,30,24,9,0,0,0,0,0,0,1,0,0,0,0,0
42,38,28,24,2,49,0,0,0,0,0,0,0,0,1,0,0,0
29,30,36,12,24,31,0,0,0,0,0,0,0,0,0,0,1,0
19,34,33,39,8,40,0,0,0,0,0,0,0,0,1,0,0,0
11,10,12,28,9,17,0,0,0,0,0,0,0,0,0,0,0,1
28,15,33,17,21,22,0,0,0,0,0,0,1,0,0,0,0,0
47,22,2,35,15,16,0,0,0,0,0,0,0,1,0,0,0,0
50,18,24,14,50,20,0,0,0,0,0,0,0,0,0,0,1,0
4,31,9,41,26,15,0,0,0,0,0,0,0,0,0,0,0,1
24,4,11,30,50,44,0,0,0,0,0,0,0,0,0,1,0,0
20,15,42,16,16,10,0,0,0,0,0,0,1,0,0,0,0,0
20,11,39,6,28,5,0,0,0,0,0,0,1,0,0,0,0,0
32,17,46,38,18,30,0,0,0,0,0,0,1,0,0,0,0,0
41,41,20,2,11,40,0,0,0,0,0,0,0,0,0,0,1,0
21,48,50,38,16,29,0,0,0,0,0,0,0,0,1,0,0,0
9,7,45,4,15,34,0,0,0,0,0,0,1,0,0,0,0,0
9,12,36,20,1,23,0,0,0,0,0,0,1,0,0,0,0,0
29,12,9,39,17,28,0,0,0,0,0,0,0,1,0,0,0,0
27,0,41,38,16,25,0,0,0,0,0,0,1,0,0,0,0,0
46,6,13,44,31,16,0,0,0,0,0,0,0,0,0,1,0,0
16,10,49,21,39,24,0,0,0,0,0,0,0,0,0,1,0,0
33,34,13,41,7,11,0,0,0,0,0,0,0,0,1,0,0,0
19,10,48,32,38,23,0,0,0,0,0,0,0,0,0,1,0,0
15,14,19,29,36,2,0,0,0,0,0,0,0,0,0,1,0,0
44,43,36,7,1,34,0,0,0,0,0,0,0,0,1,0,0,0
42,10,47,31,9,1,0,0,0,0,0,0,1,0,0,0,0,0
5,8,48,24,17,45,0,0,0,0,0,0,0,0,0,0,0,1
4,0,47,37,1,22,0,0,0,0,0,0,0,0,0,0,0,1
33,41,12,25,21,23,0,0,0,0,0,0,0,0,1,0,0,0
26,34,14,46,13,26,0,0,0,0,0,0,0,0,1,0,0,0
2,38,18,2,22,21,0,0,0,0,0,0,0,0,1,0,0,0
16,37,5,45,9,2,0,0,0,0,0,0,0,0,0,0,0,1
45,9,36,44,8,27,0,0,0,0,0,0,1,0,0,0,0,0
9,40,12,16,25,12,0,0,0,0,0,0,0,0,1,0,0,0
46,17,29,19,17,45,0,0,0,0,0,0,0,0,0,0,1,0
2,15,38,12,23,47,0,0,0,0,0,0,0,0,0,0,0,1
40,24,7,30,7,24,0,0,0,0,0,0,0,1,0,0,0,0
41,0,48,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0
12,14,8,33,14,31,0,0,0,0,0,0,0,1,0,0,0,0
19,6,6,3,19,42,0,0,0,0,0,0,0,1,0,0,0,0
2,32,13,47,6,37,0,0,0,0,0,0,0,0,0,0,0,1
2,22,24,34,19,4,0,0,0,0,0,0,0,0,0,0,0,1
41,19,22,40,4,12,0,0,0,0,0,0,0,0,1,0,0,0
12,25,0,38,8,19,0,0,0,0,0,0,0,0,0,0,0,1
13,48,15,23,6,10,0,0,0,0,0,0,0,0,1,0,0,0
12,22,21,40,2,8,0,0,0,0,0,0,0,0,0,0,0,1
10,14,49,50,4,27,0,0,0,0,0,0,0,0,0,0,0,1
14,6,30,37,48,27,0,0,0,0,0,0,0,0,0,1,0,0
35,9,20,29,11,27,0,0,0,0,0,0,0,1,0,0,0,0
43,41,37,47,18,47,0,0,0,0,0,0,0,0,1,0,0,0
16,20,50,20,29,49,0,0,0,0,0,0,0,0,0,1,0,0
39,29,35,41,33,44,0,0,0,0,0,0,0,1,0,0,0,0
19,46,10,31,22,21,0,0,0,0,0,0,0,0,1,0,0,0
43,44,43,34,10,3,0,0,0,0,0,0,1,0,0,0,0,0
32,35,13,38,28,8,0,0,0,0,0,0,0,0,1,0,0,0
37,10,13,23,38,47,0,0,0,0,0,0,0,1,0,0,0,0
9,13,25,47,25,8,0,0,0,0,0,0,0,0,0,0,0,1
32,5,19,47,8,16,0,0,0,0,0,0,0,0,0,0,0,1
10,38,44,43,12,20,0,0,0,0,0,0,0,0,0,0,0,1
48,43,48,10,1,7,0,0,0,0,0,0,0,0,1,0,0,0
15,31,31,25,20,9,0,0,0,0,0,0,1,0,0,0,0,0
34,23,50,36,8,38,0,0,0,0,0,0,0,0,1,0,0,0
9,30,45,7,48,28,0,0,0,0,0,0,0,0,0,1,0,0
41,35,45,6,32,35,0,0,0,0,0,0,0,0,0,0,1,0
45,45,37,46,33,40,0,0,0,0,0,0,0,0,1,0,0,0
0,11,31,16,46,17,0,0,0,0,0,0,0,0,0,1,0,0
7,28,16,46,34,18,0,0,0,0,0,0,0,0,0,0,0,1
20,39,11,43,40,10,0,0,0,0,0,0,0,0,0,0,0,1
9,12,19,26,38,6,0,0,0,0,0,0,0,0,0,1,0,0
23,6,7,6,33,35,0,0,0,0,0,0,0,1,0,0,0,0
17,28,17,38,45,48,0,0,0,0,0,0,0,1,0,0,0,0
9,23,30,29,12,9,0,0,0,0,0,0,1,0,0,0,0,0
8,10,4,17,44,22,0,0,0,0,0,0,0,0,0,1,0,0
37,13,44,10,28,29,0,0,0,0,0,0,0,0,0,0,1,0
35,8,12,7,3,6,0,0,0,0,0,0,0,0,0,0,1,0
13,47,6,0,26,43,0,0,0,0,0,0,0,1,0,0,0,0
47,23,8,49,32,24,0,0,0,0,0,0,0,1,0,0,0,0
36,41,21,48,36,8,0,0,0,0,0,0,1,0,0,0,0,0
14,4,9,30,7,30,0,0,0,0,0,0,0,1,0,0,0,0
45,12,36,42,10,18,0,0,0,0,0,0,1,0,0,0,0,0
47,47,23,47,39,26,0,0,0,0,0,0,0,0,1,0,0,0
21,45,4,18,48,26,0,0,0,0,0,0,0,1,0,0,0,0
22,42,38,39,37,15,0,0,0,0,0,0,1,0,0,0,0,0
25,15,41,49,18,28,0,0,0,0,0,0,0,0,0,0,0,1
50,26,21,25,21,24,0,0,0,0,0,0,0,0,0,0,1,0
27,15,35,40,17,17,0,0,0,0,0,0,1,0,0,0,0,0
1,4,39,34,6,5,0,0,0,0,0,0,1,0,0,0,0,0
47,34,46,31,16,35,0,0,0,0,0,0,0,0,1,0,0,0
38,5,42,6,21,22,0,0,0,0,0,0,0,0,0,0,1,0
9,27,36,9,25,47,0,0,0,0,0,0,0,1,0,0,0,0
8,39,34,32,28,35,0,0,0,0,0,0,0,0,0,0,0,1
38,7,11,26,13,37,0,0,0,0,0,0,0,1,0,0,0,0
44,16,43,24,17,11,0,0,0,0,0,0,1,0,0,0,0,0
19,35,14,1,2,16,0,0,0,0,0,0,0,0,1,0,0,0
44,19,12,36,12,29,0,0,0,0,0,0,0,1,0,0,0,0
18,16,35,31,27,23,0,0,0,0,0,0,0,0,0,0,0,1
42,24,17,16,25,43,0,0,0,0,0,0,0,1,0,0,0,0
46,4,39,47,27,26,0,0,0,0,0,0,0,0,0,1,0,0
38,35,41,29,41,26,0,0,0,0,0,0,1,0,0,0,0,0
13,8,6,30,29,7,0,0,0,0,0,0,0,0,0,1,0,0
0,40,44,25,35,32,0,0,0,0,0,0,0,0,0,0,0,1
40,19,15,3,3,13,0,0,0,0,0,0,0,0,0,0,1,0
7,11,26,31,15,19,0,0,0,0,0,0,0,0,0,0,0,1
27,42,29,25,42,39,0,0,0,0,0,0,0,1,0,0,0,0
37,44,14,13,26,43,0,0,0,0,0,0,0,1,0,0,0,0
45,30,14,26,5,49,0,0,0,0,0,0,0,1,0,0,0,0
13,46,28,16,42,33,0,0,0,0,0,0,0,1,0,0,0,0
39,50,13,17,9,31,0,0,0,0,0,0,0,0,1,0,0,0
4,34,39,29,6,46,0,0,0,0,0,0,0,0,1,0,0,0
48,30,20,2,48,6,0,0,0,0,0,0,0,0,0,0,1,0
14,2,44,9,38,44,0,0,0,0,0,0,0,0,0,1,0,0
8,17,31,10,34,22,0,0,0,0,0,0,0,0,0,1,0,0
17,2,29,16,13,31,0,0,0,0,0,0,0,0,0,1,0,0
36,1,25,4,49,41,0,0,0,0,0,0,0,0,0,1,0,0
7,12,30,18,30,34,0,0,0,0,0,0,0,0,0,1,0,0
26,20,41,17,19,23,0,0,0,0,0,0,1,0,0,0,0,0
13,19,12,26,0,16,0,0,0,0,0,0,0,0,1,0,0,0
27,5,30,49,27,37,0,0,0,0,0,0,0,0,0,1,0,0
22,29,20,31,37,50,0,0,0,0,0,0,0,1,0,0,0,0
5,10,23,21,37,10,0,0,0,0,0,0,0,0,0,1,0,0
25,47,36,32,4,3,0,0,0,0,0,0,0,0,1,0,0,0
19,21,4,9,45,42,0,0,0,0,0,0,0,1,0,0,0,0
47,6,22,1,41,41,0,0,0,0,0,0,0,0,0,0,1,0
40,0,29,33,44,23,0,0,0,0,0,0,0,0,0,1,0,0
21,10,30,29,29,4,0,0,0,0,0,0,1,0,0,0,0,0
42,25,29,36,36,23,0,0,0,0,0,0,0,0,0,1,0,0
19,12,48,38,30,46,0,0,0,0,0,0,0,0,0,0,0,1
45,24,27,9,40,36,0,0,0,0,0,0,0,0,0,0,1,0
34,41,36,34,14,47,0,0,0,0,0,0,0,0,1,0,0,0
30,49,12,47,7,5,0,0,0,0,0,0,0,0,1,0,0,0
14,21,38,32,33,43,0,0,0,0,0,0,0,0,0,0,0,1
38,39,18,3,37,21,0,0,0,0,0,0,0,0,0,0,1,0
43,22,20,3,21,30,0,0,0,0,0,0,0,0,0,0,1,0
10,20,36,24,31,29,0,0,0,0,0,0,0,0,0,0,0,1
13,37,4,33,41,6,0,0,0,0,0,0,0,0,0,0,0,1
25,49,25,36,44,11,0,0,0,0,0,0,1,0,0,0,0,0
32,39,32,13,9,48,0,0,0,0,0,0,0,0,1,0,0,0
1,34,4,39,0,46,0,0,0,0,0,0,0,1,0,0,0,0
19,32,8,5,12,24,0,0,0,0,0,0,0,0,1,0,0,0
40,1,25,20,48,44,0,0,0,0,0,0,0,0,0,1,0,0
1,2,24,39,21,21,0,0,0,0,0,0,0,0,0,0,0,1
33,34,44,48,12,48,0,0,0,0,0,0,0,0,1,0,0,0
50,17,20,50,27,45,0,0,0,0,0,0,0,1,0,0,0,0
40,15,28,45,15,7,0,0,0,0,0,0,1,0,0,0,0,0
20,21,22,19,31,2,0,0,0,0,0,0,1,0,0,0,0,0
26,48,29,15,13,41,0,0,0,0,0,0,0,0,1,0,0,0
18,37,21,31,18,4,0,0,0,0,0,0,0,0,1,0,0,0
43,47,4,50,49,33,0,0,0,0,0,0,0,1,0,0,0,0
39,13,19,6,42,23,0,0,0,0,0,0,0,0,0,0,1,0
29,47,25,40,47,40,0,0,0,0,0,0,0,1,0,0,0,0
7,36,16,43,15,7,0,0,0,0,0,0,0,0,0,0,0,1
20,22,40,7,15,42,0,0,0,0,0,0,0,0,0,0,1,0
36,5,38,17,10,48,0,0,0,0,0,0,0,0,0,0,1,0
36,19,36,25,18,2,0,0,0,0,0,0,1,0,0,0,0,0
31,13,19,35,48,25,0,0,0,0,0,0,0,0,0,1,0,0
32,2,12,7,27,38,0,0,0,0,0,0,0,1,0,0,0,0
23,32,46,7,31,29,0,0,0,0,0,0,1,0,0,0,0,0
28,25,15,13,49,37,0,0,0,0,0,0,0,0,0,1,0,0
47,17,25,13,27,23,0,0,0,0,0,0,0,0,0,0,1,0
0,36,1,37,48,38,0,0,0,0,0,0,0,1,0,0,0,0
17,36,49,40,29,6,0,0,0,0,0,0,1,0,0,0,0,0
21,13,50,23,31,30,0,0,0,0,0,0,1,0,0,0,0,0
29,33,7,50,18,37,0,0,0,0,0,0,0,1,0,0,0,0
31,1,23,12,39,42,0,0,0,0,0,0,0,0,0,1,0,0
4,27,12,5,27,19,0,0,0,0,0,0,0,1,0,0,0,0
19,24,39,44,4,44,0,0,0,0,0,0,0,0,0,0,0,1
29,47,42,44,48,4,0,0,0,0,0,0,1,0,0,0,0,0
40,41,11,25,15,2,0,0,0,0,0,0,0,0,1,0,0,0
47,13,17,46,18,17,0,0,0,0,0,0,0,0,0,1,0,0
46,0,49,22,44,45,0,0,0,0,0,0,0,0,0,1,0,0
14,19,30,22,23,36,0,0,0,0,0,0,0,0,0,0,0,1
10,13,32,45,29,1,0,0,0,0,0,0,0,0,0,0,0,1
12,9,12,1,19,25,0,0,0,0,0,0,0,1,0,0,0,0
34,1,35,1,27,14,0,0,0,0,0,0,0,0,0,0,1,0
45,5,3,7,50,27,0,0,0,0,0,0,0,0,0,1,0,0
40,43,30,15,15,33,0,0,0,0,0,0,0,0,1,0,0,0
11,36,4,44,17,46,0,0,0,0,0,0,0,1,0,0,0,0
18,10,10,40,42,15,0,0,0,0,0,0,0,0,0,1,0,0
26,33,17,41,37,44,0,0,0,0,0,0,0,1,0,0,0,0
14,23,33,15,34,19,0,0,0,0,0,0,1,0,0,0,0,0
34,23,49,26,26,48,0,0,0,0,0,0,0,0,0,0,1,0
7,3,37,5,47,22,0,0,0,0,0,0,0,0,0,1,0,0
24,0,13,50,14,34,0,0,0,0,0,0,0,0,0,0,0,1
34,41,28,16,0,44,0,0,0,0,0,0,0,0,1,0,0,0
13,30,2,45,27,15,0,0,0,0,0,0,0,0,0,0,0,1
32,31,20,6,45,19,0,0,0,0,0,0,0,0,0,0,1,0
15,20,20,3,0,27,0,0,0,0,0,0,0,0,1,0,0,0
3,38,18,49,20,14,0,0,0,0,0,0,0,0,0,0,0,1
50,2,17,50,39,10,0,0,0,0,0,0,0,0,0,1,0,0
39,42,26,14,21,23,0,0,0,0,0,0,0,0,0,0,1,0
36,1,21,3,46,44,0,0,0,0,0,0,0,0,0,1,0,0
48,9,29,1,29,12,0,0,0,0,0,0,0,0,0,0,1,0
11,37,36,11,8,33,0,0,0,0,0,0,0,0,1,0,0,0
46,14,11,19,49,25,0,0,0,0,0,0,0,0,0,1,0,0
3,20,20,27,43,20,0,0,0,0,0,0,0,0,0,0,0,1
45,37,35,6,41,10,0,0,0,0,0,0,0,0,0,0,1,0
43,46,19,36,34,44,0,0,0,0,0,0,0,1,0,0,0,0
29,33,3,12,16,33,0,0,0,0,0,0,0,1,0,0,0,0
24,17,23,34,7,10,0,0,0,0,0,0,1,0,0,0,0,0
41,27,13,20,5,4,0,0,0,0,0,0,0,0,1,0,0,0
19,24,36,49,11,3,0,0,0,0,0,0,1,0,0,0,0,0
29,48,39,47,46,31,0,0,0,0,0,0,0,0,0,0,0,1
0,28,5,29,43,37,0,0,0,0,0,0,0,1,0,0,0,0
47,40,5,16,23,29,0,0,0,0,0,0,0,0,0,0,1,0
5,37,31,41,50,18,0,0,0,0,0,0,0,0,0,0,0,1
21,35,45,2,50,35,0,0,0,0,0,0,0,0,0,0,1,0
20,50,22,1,42,35,0,0,0,0,0,0,0,0,0,0,1,0
33,16,6,43,30,2,0,0,0,0,0,0,0,0,0,1,0,0
47,18,40,35,49,6,0,0,0,0,0,0,1,0,0,0,0,0
33,15,50,21,31,4,0,0,0,0,0,0,1,0,0,0,0,0
5,18,16,21,21,17,0,0,0,0,0,0,0,0,0,0,0,1
28,47,13,45,29,6,0,0,0,0,0,0,0,0,1,0,0,0
34,11,6,31,6,47,0,0,0,0,0,0,0,1,0,0,0,0
33,39,19,22,18,17,0,0,0,0,0,0,0,0,1,0,0,0
27,14,38,17,11,44,0,0,0,0,0,0,0,0,0,0,1,0
4,1,18,28,17,48,0,0,0,0,0,0,0,1,0,0,0,0
33,47,23,17,45,25,0,0,0,0,0,0,0,0,0,0,1,0
5,21,40,6,26,1,0,0,0,0,0,0,1,0,0,0,0,0
40,30,20,15,14,9,0,0,0,0,0,0,0,0,0,0,1,0
49,0,7,21,41,22,0,0,0,0,0,0,0,0,0,1,0,0
47,25,19,49,6,45,0,0,0,0,0,0,0,1,0,0,0,0
32,10,26,29,42,48,0,0,0,0,0,0,0,0,0,1,0,0
29,15,32,25,35,22,0,0,0,0,0,0,0,0,0,1,0,0
43,38,45,19,15,16,0,0,0,0,0,0,1,0,0,0,0,0
35,5,6,9,7,17,0,0,0,0,0,0,0,0,0,0,1,0
44,13,1,16,5,16,0,0,0,0,0,0,0,0,0,0,1,0
45,19,40,14,6,28,0,0,0,0,0,0,0,0,0,0,1,0
47,43,50,19,13,49,0,0,0,0,0,0,0,0,1,0,0,0
0,46,3,31,27,25,0,0,0,0,0,0,0,0,0,0,0,1
28,15,29,46,0,35,0,0,0,0,0,0,0,0,0,0,0,1
41,1,16,13,22,36,0,0,0,0,0,0,0,0,0,0,1,0
24,20,28,46,33,27,0,0,0,0,0,0,0,0,0,0,0,1
35,48,48,24,39,11,0,0,0,0,0,0,1,0,0,0,0,0
22,7,48,6,44,27,0,0,0,0,0,0,0,0,0,1,0,0
19,31,19,29,13,40,0,0,0,0,0,0,0,1,0,0,0,0
35,10,15,41,44,1,0,0,0,0,0,0,0,0,0,1,0,0
27,49,26,4,35,7,0,0,0,0,0,0,0,0,0,0,1,0
17,8,17,22,42,12,0,0,0,0,0,0,0,0,0,1,0,0
26,42,10,44,8,12,0,0,0,0,0,0,0,0,1,0,0,0
28,37,38,3,40,49,0,0,0,0,0,0,0,0,0,0,1,0
18,1,29,44,37,30,0,0,0,0,0,0,0,0,0,1,0,0
8,25,32,5,26,7,0,0,0,0,0,0,1,0,0,0,0,0
17,21,46,7,15,44,0,0,0,0,0,0,0,0,0,0,1,0
14,9,46,14,7,46,0,0,0,0,0,0,0,0,1,0,0,0
14,13,33,5,47,37,0,0,0,0,0,0,0,0,0,1,0,0
34,39,7,10,36,36,0,0,0,0,0,0,0,1,0,0,0,0
42,14,44,5,18,9,0,0,0,0,0,0,0,0,0,0,1,0
42,27,31,7,9,42,0,0,0,0,0,0,0,0,0,0,1,0
44,34,23,1,15,25,0,0,0,0,0,0,0,0,0,0,1,0
34,42,43,6,17,32,0,0,0,0,0,0,0,0,0,0,1,0
17,35,12,19,46,15,0,0,0,0,0,0,0,0,0,1,0,0
19,22,34,14,7,30,0,0,0,0,0,0,0,0,1,0,0,0
49,26,27,45,49,39,0,0,0,0,0,0,0,0,0,1,0,0
40,7,24,20,27,4,0,0,0,0,0,0,1,0,0,0,0,0
33,24,10,17,2,48,0,0,0,0,0,0,0,1,0,0,0,0
19,50,47,3,39,27,0,0,0,0,0,0,1,0,0,0,0,0
6,20,28,33,0,21,0,0,0,0,0,0,0,0,0,0,0,1
